id,title,authors,publisher,published_date,categories,review_score,review_text,review_summary,review_helpfulness,review_time,user_id,profile_name,helpfulness_numerator,helpfulness_denominator,helpfulness_ratio,authors_array,categories_array,author_count,category_count,is_helpful,has_multiple_authors,has_multiple_categories,is_recent_review
006053043X,"The Lady, the Chef, and the Courtesan: A Novel",Unknown Author,Unknown Publisher,Unknown Date,Unknown Category,5.0,"Not only is the title terrific, but the content is beautifully written. This novel begins with Pilar,a contemporary woman living in Chicago who has gone back to her home country of Venezuela for her grandmother's funeral. She received a gift her grandmother wanted her to have: three journals, one entitled THE LADY, one THE CHEF and a third THE COURTESAN. Pilar reads these journals, the writings of her grandmother, which add a whole new dimension on to her grandmother's life Pilar nor Pilar's mother ever knew. Pilar's grandmother teaches her how to be a Lady in the living room, a Chef in the kitchen and a Courtesan in the bedroom.The grandmother's diaries were my favorite part, a picturesque view of a seductive and wonderful culture where favors and sensations are described as if the reader was actually experiencing them themselves. Take this book to the beach, on the plane or curled in your favorite chair and it will make you hungry for love.",Hot and spicy--true passionate love,11/12,1062547200,unknown_user,Anonymous,11,12,0.9166666666666666,['Unknown Author'],['Unknown Category'],1,1,1,0,0,0
0060730056,Win a Date with Tad Hamilton!,"['robert Luketic', 'kate Bosworth', 'topher Grace', 'josh Duhamel']",Unknown Publisher,2003,Unknown Category,4.0,"""Tad Hamilton, big-time movie star, has recently been named a bad-boy. To continue getting the parts that he really wants, he needs to clean up his image. That's when his agent comes up with a brilliant scheme to have him loved by all once again. A contest called Win A Date With Tad Hamilton!, where any girl in the entire country can win a date with the heartthrob. Bring in Rosalee Futch, a small-town girl, and Piggly Wiggly grocery store clerk. Not to mention Tad's biggest fan, and the winner of the contest. After the agreed one date, Tad is so in love with being a part of """"the real world",Cute Movie Novelization,3/5,1074729600,A3H82LUT1EC655,Erika Sorocco,3,5,0.6,"[""['robert Luketic'"", ""'kate Bosworth'"", ""'topher Grace'"", ""'josh Duhamel']""]",['Unknown Category'],4,1,1,1,0,0
0072192682,Cisco CCIE Practice Exam & Review 350-001,['michael Satterlee'],Mcgraw-hill Companies,2001-11-01,['computers'],5.0,"I have purchased other CCIE study guides that state they cover the 350-01 written exam and they don't measure-up to this book. If you have to purchase one CCIE 350-01 book, make this the one you buy.",Best for the money so far,3/3,1010361600,unknown_user,Anonymous,3,3,1.0,"[""['michael Satterlee']""]","[""['computers']""]",1,1,1,0,0,0
0124176402,"Differential algebraic groups, Volume 114 (Pure and Applied Mathematics)",Unknown Author,Academic Press,1985-01-25,['mathematics'],4.0,"Dr. E.R. Kolchin's book, &quot;Differential Algebra &amp; Algebraic Groups&quot; covers the foundations of differential algebra by applying the modern language of commutative ring theory, Galois theory, and algebraic geometry to differential ring and fields. His book is difficult to read, since there are practically no examples in it that the novice can handle. Nevertheless, the book has many exercises, which an expert in the field can handle. Kolchin makes every theorem as strong as possible. He generalizes as far as possible other well-known theorem, such as linear dependence if and only if the Wronskian vanishes. There are no errors in the book (as far as the reader can tell). It is an important reference book for those pursuing this difficult subject.",Complete foundations of differential algebra,4/4,922838400,A25QS83NZP7RUT,"""""""3r5q""""""",4,4,1.0,['Unknown Author'],"[""['mathematics']""]",1,1,1,0,0,0
0133536408,"Process Control: Modeling, Design and Simulation",['b. Wayne Bequette'],Prentice Hall Professional,2003,['technology & Engineering'],5.0,"""This book successfully teaches how to analyze dynamic chemical processes and develop automatic control strategies to operate them safely and economically. Rather than simply present theory topics and develop analytical solutions, this textbook uses """"interactive learning"""" through computer-based simulation exercises",Excellent to gain an Appreciation of the Dynamic Nature of Chemical Processes and Develop Strategies to Operate and Control Them,2/2,1154131200,A1AHG76Y8S89BJ,"""David De Sousa """"The Automation and Control Guy""""""",2,2,1.0,"[""['b. Wayne Bequette']""]","[""['technology & Engineering']""]",1,1,1,0,0,0
0199634114,Cell Cycle Control (Frontiers in Molecular Biology),"['christopher Hutchison', 'david M. Glover']",Irl Press,1995,['literary Criticism'],4.0,What makes a cell begin the complicated process of cell division? How does it stop? What happens when things go wrong?This book explains these questions in deep detail. If you are intrested you should read it. Very descriptive but long.,Answers alot,1/1,994636800,A1ALM124RAI36F,Anthony Limberakis,1,1,1.0,"[""['christopher Hutchison'"", ""'david M. Glover']""]","[""['literary Criticism']""]",2,1,1,1,0,0
0201794276,Extreme Programming for Web Projects,"['doug Wallace', 'isobel Raggett', 'joel Aufgang']",Addison-wesley Professional,2003,['computers'],4.0,"This book is for both professional web-site development companies and for the customers who would like to order web-site development from a contractor. The book offers new way of developing web projects. The mode of operation is based on the famous methodology called &quot;Extreme Programming&quot; (XP). Until publication of this book, all of the non-compilation books on XP have come from those who were involved in its birth. This publication is the first title from the &quot;second generation&quot; of XP practitioners.This book is self-essential. However, if you would like to know more about economic and spiritual aspects of XP, digest the &quot;Extreme Programming Explained&quot; by Kent Beck. Another valuable resource is &quot;Testing Extreme Programming&quot; by Lisa Crispin &amp; Tip House. It exhibits valuable web testing strategies.While the authors mostly rely on XP manifesto, they have adjusted the methodology to best fit their own needs. For example, they offer so-called zero-iteration, which sets up the framework, but have no business value to the customer. The parents of XP discourage this approach in &quot;Extreme Programming Installed&quot; by Ron Jeffries, Ann Anderson and Chet Hendrickson. Who are right? You decide.",Learn the new ways of web site development.,5/5,1038700800,A3MAN5CBRX1KEV,Maxim Masiutin,5,5,1.0,"[""['doug Wallace'"", ""'isobel Raggett'"", ""'joel Aufgang']""]","[""['computers']""]",3,1,1,1,0,0
0283997389,Enigmatic Edwardian Reginald Esher,['james Lees-milne'],Unknown Publisher,1988,['esher Reginald Brett Viscount'],5.0,"""James Lees-Milne was the 20th century's greatest diarist. Less well known today are his huge and diverse collection of other works, which range from novels to architectural criticism to biography. It is surprising to me that a. Reggie Esher wasn't arrested and locked away forever, or b. at least socially ostracized, and c. that many people in British society ever spoke to the author of his biography again. The """"enigma"""" of Esher was his bizarre combination of out and out (and I do mean pretty much """"out"""") bizarre sexual interests combined with a broad and almost unfathomable influence in society and politics. Lees-Milne",Great biography by a courageous biographer,3/3,1052438400,A1S8W6V7QQCJIG,Steve,3,3,1.0,"[""['james Lees-milne']""]","[""['esher Reginald Brett Viscount']""]",1,1,1,0,0,0
0295968834,"The New Painting, Impressionism, 1874-1886: An Exhibition Organized by the Fine Arts Museums of San Francisco With the National Gallery of Art, Washington","['charles S. Moffett', 'national Gallery Of Art (u.s.)']",Unknown Publisher,1986,['empresyonizm (sanat)- Fransa- Sergiler'],5.0,"A catalogue/book of a 1986 exhibition organised by the Fine Arts Museum of San Francisco with the National Gallery of Art, Washington.An invaluable resource for anyone interested in the Impressionist period in modern art. The book begins with essays entitled: ` The Impressionists and Edouard Manet'; `The New Painting:Concerning the Group of Artists Exhibiting at the Durand-Ruel Galleries'; `The Intransigent Artist or How The Impressionists Got Their Name'; `The End of Impressionism';The works are arranged around the catalogues of each of the Impressionist exhibitions in Paris (1974, 1876, 1877, 1879, 1880, 1881, 1882, 1886). Each section includes readable essays on the particular exhibition, and reproductions of and notes on the paintings represented in the San Francisco/ Washington exhibition , as well as reproductions of the catalogs of the original Impressionist exhibitions.The quality of reproductions is very high, given the limitations of still enabling the book to remain affordable to the generalist reader.There is a wealth of detail in this comprehensive work. The book would be a valuable addiditon to any secondary school, college or public library collection.Highly recommended.",A trip to the Salons of Paris,3/3,1036713600,A2MOBMVHECYVLE,saliero,3,3,1.0,"[""['charles S. Moffett'"", ""'national Gallery Of Art (u.s.)']""]","[""['empresyonizm (sanat)- Fransa- Sergiler']""]",2,1,1,1,0,0
038526044X,Matisse and Picasso: A Friendship in Art,['françoise Gilot'],Nan A. Talese,1990,['biography & Autobiography'],5.0,"""Francoise Gilot, who spent eight years as one of Picasso's women, wrote of the friendship of these two artists in a way that allows a reader to step back in time and be there. How I felt privileged so many times to be able to understand the nuances of the friendship of two so different men connected by their avid passion for art and the world in which their art lived at the time. Their mutual love of art and mutual will to push the art envelope, to use today's term, forced them into a push-pull competition that flowed through the book like a creek, sometimes dry, sometimes overflowing its banks.Imagine learning the story from the actual words of the artists, in their own chronological time-frames.""""Matisse & Picasso",The Gentleman & The Roughneck,4/4,1095897600,A1AB7XM279L10G,Artist Barbara Garro,4,4,1.0,"[""['françoise Gilot']""]","[""['biography & Autobiography']""]",1,1,1,0,0,0
0393310094,Desierto: Memories of the Future,['charles Bowden'],Unknown Publisher,2018,['fiction'],1.0,Paid for this book and could have opted to get it somewhere else but it never showed up. I suppose I fell for that one!,No book,0/0,1349222400,A1TIM8BIU5O22C,fun baker,0,0,0.0,"[""['charles Bowden']""]","[""['fiction']""]",1,1,0,0,0,1
041528516X,MIT and the Rise of Entrepreneurial Science (Routledge Studies in Global Competition),Unknown Author,Unknown Publisher,2002,Unknown Category,4.0,"The main hub of high technology in the United States is Silicon Valley. It is centred on Stanford and Hewlett Packard. But there is another hub, based around MIT in Cambridge. Sometimes known as Route 128, for the main highway that runs through it. In this region was spawned many technology startups, often with MIT connections via their founders.This book celebrates MIT's role in nucleating and nuturing the startups. From providing alumni, faculty and students who became founders or initial employees, to encouraging an entrepreneurial attitude in them, before they left for these companies. It's good for a historical overview of the region in the postware period.Storied names echo from this book. Digital Equipment Corporation, Data General, Wang, Apollo. Though if you look carefully, most of these were later taken over.The book seems to have an undercurrent of rivalry with Stanford. No surprise. Stanford has clearly been more successful over the decades.",Documents the rise of Route 128,7/7,1082419200,AG35NEEFCMQVR,W Boudville,7,7,1.0,['Unknown Author'],['Unknown Category'],1,1,1,0,0,0
0451455908,Iron Dawn,['richard Snow'],Simon And Schuster,2017-10-24,['history'],5.0,"Though I love fantasy, I tend to avoid reading a lot of fantasy novels, as too many of them turn out to be one in a series of twelve, or doorstop epics with exhaustive appendices and interminable plotlines. That sort of thing is all well and good when one is in the mood for it, but sometimes you just want a light, rollicking adventure, and Iron Dawn delivers that in spades.Following the exploits of three mercenaries in the Phoenician city of Tyre, Iron Dawn moves along crisply with brisk battles, witty banter, a straightforward plot and a cast of likeable (and hateable) characters. It isn't particularly grand or epic, as fantasy novels go, but it tells a good story and tells it very well. I devoured this book in a few days and gave it a place of honor on my bookshelf. I've already ordered the sequel and am eagerly awaiting it.Amazon has shown this volume as being out of print, which is a real shame -- I urge you to pick it up used or find it if you can. It's a great read.","A wonderful, entertaining read",7/7,992995200,A3ABKBLQ1II228,"""Daniel Swensen """"yet another fantasy writer""""""",7,7,1.0,"[""['richard Snow']""]","[""['history']""]",1,1,1,0,0,0
0471193550,Sister Power: How Phenomenal Black Women Are Rising to the Top,About The Tenacity Of Black Women,"But Also The Brick Walls Of The Old-boy Network."""" --dr. Gwendolyn Goldsby Grant Psychologist And Advice Columnist For Essence Magazine. One By One",phenomenal African American women are breaking through the glass ceiling of race and gender bias. Setting political agendas,And Shaping Corporate Strategies,5.0,"The information in this book is priceless to African American women in search of her path to success. I read this book and felt revived and ready to take on the world again. I recommend this book to all women who want to know what it took for those before us to carve the way for our success. It becomes unclear at times how to get where we desire. But this book will fill the reader with ideas, with hope, and with pride. Its a must read. I truly wish that it was on my reading list in college. It gave me more insight than most of my professors did.",Phenomenal Book,1/1,1188172800,AY3LDU1671ZST,"""Abigail Ryan """"My Account""""""",1,1,1.0,['About The Tenacity Of Black Women'],['And Shaping Corporate Strategies'],1,1,1,0,0,0
0517103303,Who Was Who in the Civil War,Historic Photographs,['stewart Sifakis'],http://books.google.com/books/content?id=LG7loQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Unknown Category,4.0,This is a good encyclopedia of all the people involved in the civil war both known and unkown. The book contains civil war phots and paintings. Each indivisual is given a biography that includes their involvemnt in the civil war. This is a good starting refrence for anyone doing research on the civil war and it is a good companion source to Ken Burns' Civil War.,Good survey of the civil war,3/3,1062288000,AENS008HCBVC5,Theodore Illenberg,3,3,1.0,['Historic Photographs'],['Unknown Category'],1,1,1,0,0,0
0520082842,The Invention of Argentina,['nicolas Shumway'],Univ Of California Press,1993-03-18,['history'],5.0,"An unprejudiced look at the history of Argentina. Based on his theory of the &quot;guiding fictions&quot; which (true or not) usually provide the basis for the spiritual development of nations, Shumway shows that no such paradigms stood at the beginning of Argentina's history; in fact, contradictory guiding fictions developing along the way produced irreconcilable differences which still haunt today's society - Unitarians against Federalists, Liberals against Nationalists.Rather than analyzing the chronology of battles and governments (which, when the moment comes, are rather entertainingly disposed of), Shumway prefers to obtain his amazing insight from the writings of Argentina's national heroes, politicians, theoreticians and poets. The result is a history of histories which throws a new light on the country's evolution, its relationship with the United States and Europe and on its mysterious incapacity to fully belong to the first world. It even provides the interested reader with the method to keep reasoning on long after the book has ended (it only goes as far as the 1880's; the author has to be encouraged to write a second volume soon!).Highly recommended to anyone who wants to better understand Argentina and Latin America, especially the brainwashed by generations of &quot;official&quot; textbooks.",Argentina revealed,46/47,948844800,unknown_user,Anonymous,46,47,0.9787234042553191,"[""['nicolas Shumway']""]","[""['history']""]",1,1,1,0,0,0
0553578642,No Rest for the Dove,Unknown Author,Unknown Publisher,Unknown Date,Unknown Category,5.0,"&quot;A stranger comes to town.&quot; The plot is a classic, but in Margaret Miles' capable hands, it sings an intriguing new tune.The stranger in question is Gian Carlo Lahte, an Italian opera singer with some surprising secrets. The town is Bracebridge, the colonial New England village that is home to Charlotte Willett, her neighbor Richard Longfellow, and a vivid ensemble of farmers, tradesmen, innkeepers, and clergy.When the discovery of a corpse coincides with Signor Lahte's visit, Charlotte and Richard follow a trail of clues that leads from the bedrooms of Bracebridge to a smoke-filled tavern in Boston, where rum and revolution spice the air. Along the way, the reader is treated to plot twists that will snare even the most jaded mystery fan, as well as a host of historical characters both savory and unsavory.The biggest treat of all, though, is the interplay between the widow Willett and squire Longfellow. These two share an intellectual curiosity and love of civilized discourse that makes their dialogue sparkle. The tension between sensible intuition and scientific inquiry--as well as an underlying sexual attraction that never steps beyond the propriety of their times and stations--adds to the pleasure of eavesdropping on their lively conversations.Richard and Charlotte, as well as the fully-realized minor players who inhabit Bracebridge, are fast becoming treasured old friends whose quirks elicit knowing grins or groans. Ms. Miles is a wonderfully inventive writer who makes us care about the people she has created and eager to read the next installment. Long live Bracebridge!",An Intruiguing New Tune,8/8,959040000,AVG1D6IGOCY59,Karen S. Lyon,8,8,1.0,['Unknown Author'],['Unknown Category'],1,1,1,0,0,0
0689824386,New Adventures Of Mother Goose The,['b. Lansky'],Unknown Publisher,1998-09,['mother Goose'],5.0,"After our son was born we started really reading the old nursery rhymes we'd grown up with and were disappointed by the often harsh and callous messages. The New Adventures of Mother Goose is such a welcome relief! It full of the characters we recognize but they're so much happier than we remember them. For instance, the three KIND mice take out their cheese and cut her (the farmer's wife) a slice. How much better than getting their tails chopped off! Most importantly, it's our son's favorite book and he's starting to complete the rhymes himself. We feel good about having him repeat happy rhymes.",Wonderful update of familiar nursery rhymes,17/17,917654400,unknown_user,Anonymous,17,17,1.0,"[""['b. Lansky']""]","[""['mother Goose']""]",1,1,1,0,0,0
0711973032,Sultans of Swing - The Very Best of Dire Straits (Fretted),['dire Straits'],Hal Leonard Corporation,1999-04,['music'],5.0,"This is a very good book with some of the most well-known songs by Dire Straits. The songs are in the right keys. I found that it was worth the price if only for the Romeo and Juliet tab. This song uses an alternate tuning that you won't find on free internet tabs. The only trick you have to know is to tune lower and capo at fret 3, then you're set to play it the way Mark Knopfler does. Of course, Dire Straits is recommended for, at least, intermediate guitarists. I put myself in that group. Advanced players will have fun on Sultans of Swing, Tunnel of Love and all soli. Some tablatures are less easy to read. They seem to come from magazines and the notation (bends, slides) is different. Unfortunately, the tabs are really for the Sultans of Swing compilation, i.e. shorter versions of the songs. For instance, many bars are missing for the beginning and last solo of Brothers in arms compared to the version of the eponymous album. Still, it's a lot of fun and practice, even for the rhythm chords.","Very good book, minor flaws.",12/12,1113264000,A2TJ9EAZ6T6LVZ,Martin C.,12,12,1.0,"[""['dire Straits']""]","[""['music']""]",1,1,1,0,0,0
0743439678,Return to Paris: A Memoir,['colette Rossant'],Simon And Schuster,2010-05-11,['biography & Autobiography'],5.0,"I don't usually read food-related books. I generally stick with novels or straightforward history/biography. Yet I could not resist Colette Rossant's earlier memoir, Memories of a Lost Egypt, for its poignant, delectable interweaving of memories, recipes, and passionate observations about the tastes and foods she discovered as a child growing up in remarkable circumstances. (Her recipes are fabulous, by the way--easy to recreate.)Rossant's new book, Return to Paris, continues the story of her extraordinary upbringing. I really recommend reading both books, which are delightfully different but ideal companions. In fact, I so loved Rossant's evocation of Cairo in both writing and recipes, and her candid portrait of her family there, that I wasn't sure at first how I would react to her new memoir's focus on Paris, where she returned as a teenager. As it turns out, I enjoyed the dramatic turn this book reflects, in both her life and her culinary education, as she describes her difficult adjustment to postwar life in a country so different from her beloved Egypt. I was touched by young Colette's largeness of spirit as she accepts her losses and isolation, and opens up to the delights of Paris and its food.Rossant is a wonderful writer with an explorer's personality, which makes her books transcend their genre. Lovers of good stories and good writing, as well as marvelous food, will enjoy Return to Paris. I'd like to add that given the events of our time, in particular the appalling anti-French and anti-Arab behavior some folks exhibit, it is compelling to read how one young person bridged two strikingly different cultures with grace, open eyes, and receptive tastebuds.",from cairo to paris--a remarkable life with recipes,16/18,1050451200,A3VP68D9PBNYJM,julia m collins,16,18,0.8888888888888888,"[""['colette Rossant']""]","[""['biography & Autobiography']""]",1,1,1,0,0,0
0743507711,Chinese (Mandarin),['katy R. Kudela'],Capstone,2009-07-01,['juvenile Nonfiction'],5.0,"Anyone who thinks he can learn a language in four tapes is of course a fool. The real purpose for these introductory tapes is determining whether the Pimsleur method is going to work for you -- before dropping a couple hundred dollars on the Comprehensive volumes. Certainly, over the course of the four tapes you'll get some basic vocabulary, the ability to construct a few simple sentences, and good practice on pronunciation.I give these tapes five stars because 1) I had fun going through them, 2) I love the fact and the challenge that the course is purely audio, 3) I got to jump start my mainly book-learned and non-conversational Chinese, 4) and they confirmed that the Pimsler method works for me.If you already know that you like the Pimsleur method, then go ahead and get the Comprehensive I set -- which contains these four tapes.",Good Introduction to Pimsleur,15/15,1022716800,A331I8WGSFVNKX,Luke Martin,15,15,1.0,"[""['katy R. Kudela']""]","[""['juvenile Nonfiction']""]",1,1,1,0,0,0
0766187616,The French Revolution: The Works of Thomas Carlyle V2 (Pt.1),['thomas Carlyle'],Unknown Publisher,2015-02-17,Unknown Category,3.0,"Yes, it is very well written, but the target audiences are the history scholars and re-enactors.It reads more like a 100-level college history textbook.I was hoping (based on other reviews) for an engaging first-hand account of the drama, conspiracies, violence and social redemption of the French Revolution. However, the observer here is distanced emotionally and seems more like an impartial reporter. Three stars for scholarship, but don't wait for the movie version.",Not For Short Attention Spans,0/0,1353110400,AD2P6H3FYNGG1,"""Michael Grant """"robowriter""""""",0,0,0.0,"[""['thomas Carlyle']""]",['Unknown Category'],1,1,0,0,0,1
0803932901,Teamwork: What Must Go Right/What Can Go Wrong (SAGE Series in Interpersonal Communication),"['carl E. Larson', 'carl . Larson', 'frank M. J. Lafasto']",Sage,1989-08,['business & Economics'],5.0,"Larson and LaFasto put their outstanding research into easy-to-understand language. The book is foundation reading for executives and team members who want to understand the key variables that spell success for teams. And it's an easy-reading 138 pages presented so anyone (5th grade reading level!) can understand their findings. I know the authors, and have the utmost respect for their scientific methodology and experience. We use the matching team/ leadership assessment and training program to help client organizations plan, build, and fix their teams. Really an excellent reader, and a foundation of our consulting practice.",Top-shelf book on teams. A foundation text.,24/24,926640000,unknown_user,Anonymous,24,24,1.0,"[""['carl E. Larson'"", ""'carl . Larson'"", ""'frank M. J. Lafasto']""]","[""['business & Economics']""]",3,1,1,1,0,0
0809123320,The Cloud of Unknowing (The Classics of Western Spirituality),['simon Tugwell'],Paulist Press,1981,['philosophy'],5.0,"It is perhaps perfectly appropriate that the author of `The Cloud of Unknowing' is himself or herself unknown. This is a spiritual classic, a masterpiece in the real sense of the word. The style of writing is grand, well-versed and perfectly in concert with the subject; the ideas contained are some of the most sublime and inspired pieces of writing ever written in the English language. The book does not subscribe to any particular denominational or institutional framework, making it a piece of art and wisdom available to the whole of Christendom, and even appeals to those outside the formal bounds of Christianity.In the preface to this edition by the Paulist Press, Simon Tugwell compares this work with C.S. Lewis, Plato, with other Christian mystics and theologians, with good reason. `The Cloud of Unknowing' is part of a chain, influenced by and in turn influencing many other mystical writers. This is not a work of philosophy or apologetics, as the author is not concerned to prove the existence of God or set up any sort of metaphysical framework which must be accepted. The world around us is a given, and God is a given, and our task is to order our attention and love toward God so that it incorporates and includes the reality that is around without distraction. One perhaps hears echoes of this in Tillich's ultimate concern?One of the things that makes `The Cloud of Unknowing' a popular piece on an ongoing basis is this respect for reality. The author does not require super-human feats of contemplative power; this would be to deny the reality of the creature that we are, as God's creation. Contemplative work must be done in tandem and in cooperation with the rest of our life's needs. The virtuous life is one in accordance with nature (for the most part), making creation a blessing rather than a curse - one can hear echoes of Meister Eckhart here, perhaps; like Eckhart, the author of `The Cloud of Unknowing' also looks not for enlightenment through rational means or higher attainments but through the depths of our souls. There we will find God, for if God is all, then we can certainly not be at the centre, even of ourselves.This edition of `The Cloud of Unknowing' begins with a scholarly introduction, as do the other volumes in this wonderful series by the Paulist Press. Unlike most other volumes, there is no `author' to highlight in a biography; while there is some virtue in not knowing the author, there has been a great deal of scholarship, both speculating on the identity of the author, and other work looking at the type of person the author would be and influences that might have impacted the author. The introduction gives some good information in this regard, not only with regard to the writer, but also to the one to whom this writing is addressed. The editors give Phyllis Hodgson's conjecture that the intended reader was not a scholar; some have believed that it was intended for a communal audience.The main point of the writing is the development of prayer and contemplation as a discipline. There are other issues, to be sure, but they always return to this. The attainment of unity with the divine will is all important to the author; one might develop the line from the Lord's Prayer - thy kingdom come, thy will be done - as a mantra for the spirit of this book. This comes through deliberate and intentional choice, and not through artificial ascetic practices (which can be as distracting as enlightening) or intellectual pursuits (which edges toward gnosticism). Part of the development of these realistic practices is the incorporation of the chief virtues of Humility and Charity - the author of the `The Cloud' will go so far as to say that one who has these has all that is needed. Even through this, humankind cannot reach God without God's willing it to be so, and yet God has made the desire known in many ways, scripturally and traditionally, as well as in the natural world, the author of `The Cloud' would maintain.This is an inspiring book. `The Cloud of Unknowing' itself is a relatively short work, but not one that can be read in short order, for the depth of its meaning and insights derived from it take a long time to be properly processed. Walsh's introduction and Tugwell's preface set a good stage for working with this work, which is rather foreign to most Western readers. May it be revealing to you.",May all be revealed...,39/41,1077753600,A2VE83MZF98ITY,"""FrKurt Messick """"FrKurt Messick""""""",39,41,0.9512195121951219,"[""['simon Tugwell']""]","[""['philosophy']""]",1,1,1,0,0,0
0812045513,Hop To It: A Guide to Training Your Pet Rabbit (Pet Series: Training),['samantha Hunter'],B.e.s. Publishing,1991,['pets'],3.0,"""This is a very good intro for the first-time bunny owner. Lots of queer 80s photos and a bit too optimistic though. I love my bun, but there is no way to prevent his mischief with """"voice commands"""" alone! Easy to read",80s sweat suit GLORY!,0/0,1256256000,A21GURD5QD8VYS,T. Gromala,0,0,0.0,"[""['samantha Hunter']""]","[""['pets']""]",1,1,0,0,0,1
0837603854,"Volkswagen New Beetle 1998, 1999 : Service Manual, 2.0L Gasoline, 1.9L Tdi Diesel, 1.8L Turbo",['bentley Publishers'],Unknown Publisher,2010,['technology & Engineering'],3.0,This book is up to Bentleys usual excellant standards but contains information supplied by VW that is incomplete or misleading. Since these books are mostly composed of information sourced from the official factory publications the credit for the flawed information rests with VW.For example:The procedure to replace a headlamp bulb is incorrect but is the same as the information supplied in the owners manual. The book tells you to move a release lever upward and then remove the headlight case to replace the light bulb.If you try this on an actual vehicle you will find the lever seems stuck in the down position. If you force it up you will break it off. The book and owners manual do not mention that there is a checked plastic slot just to one side of the lever that must be pushed in to release the lever.The book and manual additionally do not mention that there is also a wire safety catch forward of the headlight assembly that must be released before the headlight assembly can be moved out of the car to service.Also this book applies only to the 1998 and 1999 vehicles. The warning to disconnect the battery before performing any work relating to vehicle wireing should be heeded but if the system voltage drops to zero the computers on the car will need to be reset and many of these functions cannot be reset by the owner. There are significant changes in the electronic controls on the year 2000 vehicles. In year 2000 models sold in North America they may not start even with the correct key inserted because a part of the anti-theft system is triggered by a dead battery and must be reset at the dealer before it can be started.,A good source of general information but flawed,55/55,950486400,A2U8VZ29RK2AVO,Tigger,55,55,1.0,"[""['bentley Publishers']""]","[""['technology & Engineering']""]",1,1,1,0,0,0
0880010517,The Party and Other Stories: The Tales of Chekhov (Short Stories),"A Trifle From Life.""""""",Http://books.google.com/books?id=3mskzgeacaaj&dq=the+party+and+other+stories:+the+tales+of+chekhov+(short+stories)&hl=&cd=1&source=gbs_api,Unknown Date,Http://books.google.com/books?id=3mskzgeacaaj&dq=the+party+and+other+stories:+the+tales+of+chekhov+(short+stories)&hl=&source=gbs_api,5.0,"""...""""The Party & Other Stories",Eleven Stories from the Master of the Short Story,3/3,1027382400,A2CB38FDJWLAAK,"""""""botatoe""""""",3,3,1.0,"['A Trifle From Life.""""""']",['Http://books.google.com/books?id=3mskzgeacaaj&dq=the+party+and+other+stories:+the+tales+of+chekhov+(short+stories)&hl=&source=gbs_api'],1,1,1,0,0,0
0895031426,Take a Look at a Good Book: The Third Collection of Additive Alphametics for the Connoisseur,['steven Kahan'],Baywood Publishing Company,1996-01-01,['mathematics'],4.0,"One of the most simple and enjoyable problems in mathematics are the doubly-true alphametics. These are problems that are a combination of words that make up a correct expression in a language as well as a valid arithmetic operation when the letters are uniquely replaced by digits. The name of the book is an alphametic, where the titleTAKE + A + LOOK + AT + A + GOOD = BOOKyields the solution3895 + 8 + 1009 + 83 + 8 + 2006 = 7009among others.The author is the reigning expert in alphametics, having been the editor of the alphametics column of Journal of Recreational Mathematics for many years. This book is a collection of some of the best problems that Kahan has created or encountered over the years. The problems are not hard, simply requiring knowledge of basic algebra and a little tenacity to solve them. If you enjoy mathematical puzzles, then this is a book that will interest you.",An excellent collection of alphametics.,6/6,946339200,A1S3C5OFU508P3,Charles Ashbacher,6,6,1.0,"[""['steven Kahan']""]","[""['mathematics']""]",1,1,1,0,0,0
0913814911,The Lake of the Sky,['george Wharton James'],Unknown Publisher,1915,['tahoe National Forest'],4.0,It's nice Book Lots of pictures in Black and white. Nice to see how it was. What a gift Lake Tahoe is!,Lake of the Sky,0/0,1295568000,A2LDZYAU6Q0JHR,it's what I like,0,0,0.0,"[""['george Wharton James']""]","[""['tahoe National Forest']""]",1,1,0,0,0,1
0964578220,Creating a Soul: Insights from a Fourth Way School,['girard Haven'],Unknown Publisher,1999,Unknown Category,5.0,"Girard Haven's book opened a whole new dimension of Fourth Way ideas for me. I have been interested in the methods of George Gurdjieff and his followers for a long time, and have tried to use their techniques of being intentional with thoughts and movements in order to increase my awareness and to experience the present moment. What was new to me in this book was the idea that it is possible to be intentional with attitudes and beliefs as well. The author gives many practical examples of how this can be done. Before reading CREATING A SOUL I wasted a lot of energy trying to figure out whether or not a particular belief was true, or a particular attitude correct. Girard Haven's suggestion is that since we cannot know what objective truth is, we can choose our attitudes on the basis of what seems useful for our aim in a given situation--always keeping in mind that the ultimate aim is to become more conscious. I found it liberating to realize that I don't have to know for sure that something is true or correct in order to try it out. The essays in this book are very interesting and make intriguing reading.",Intentional Attitudes,31/33,948412800,A1HGR9J972LTIJ,Susan T. Jones,31,33,0.9393939393939394,"[""['girard Haven']""]",['Unknown Category'],1,1,1,0,0,0
0966199405,Ocean City M.D.,['katherine Ruskey'],Unknown Publisher,2018-08-30,Unknown Category,5.0,"My friend just sent her review. So here's mine. Jill's real hardcore. A great person. She over came many bad things to get where she was. She was a victim not an evil person. I gave the book to my mother and she also thought it was fantastic, but she thought Jill was scum. Go figure! If anyone ever reads this review. Do yourself a favor and read the book! JILL RULES! Later.",I think its a 20 also,0/0,897177600,unknown_user,Anonymous,0,0,0.0,"[""['katherine Ruskey']""]",['Unknown Category'],1,1,0,0,0,0
